Agency,Name,Position,Remuneration,Expenses,Year,Sector
Interior Health,"Rollins, Greg",,100181,1517,2020/2021,Health authorities
Interior Health,"Rolston, Michael",,89558,195,2020/2021,Health authorities
Interior Health,"Romanin, Lorraine C",,98575,536,2020/2021,Health authorities
Interior Health,"Romano, Shannon Irene",,88121,652,2020/2021,Health authorities
Interior Health,"Rondestvedt, Gretchen",,106031,1371,2020/2021,Health authorities
Interior Health,"Rosberg, Britt M",,99806,856,2020/2021,Health authorities
Interior Health,"Roscoe, Tamara L",,112910,43,2020/2021,Health authorities
Interior Health,"Rose, Debra A.",,91811,0,2020/2021,Health authorities
Interior Health,"Rose, Debra M.",,100451,0,2020/2021,Health authorities
Interior Health,"Rosin, Yvonne Dianne",,97336,745,2020/2021,Health authorities
Interior Health,"Ross, Adrienne",,106826,0,2020/2021,Health authorities
Interior Health,"Ross, Beverly Diane",,116255,135,2020/2021,Health authorities
Interior Health,"Ross, Brent",,88153,727,2020/2021,Health authorities
Interior Health,"Ross, Caitlyn",,82491,0,2020/2021,Health authorities
Interior Health,"Ross, Jane",,110333,120,2020/2021,Health authorities
Interior Health,"Ross, Jennifer",,105396,0,2020/2021,Health authorities
Interior Health,"Ross, Megan",,92274,0,2020/2021,Health authorities
Interior Health,"Ross, Megan",,79777,0,2020/2021,Health authorities
Interior Health,"Ross, Sarah",,116928,0,2020/2021,Health authorities
Interior Health,"Ross, Sharla",,79859,0,2020/2021,Health authorities
Interior Health,"Rossiter, Barry",,108498,0,2020/2021,Health authorities
Interior Health,"Rost, Jackie Ruby",,103714,0,2020/2021,Health authorities
Interior Health,"Rosychuk, Derek",,80412,2977,2020/2021,Health authorities
Interior Health,"Rota Ferris, Tressa",,80210,0,2020/2021,Health authorities
Interior Health,"Rota, Constance Elizabeth",,78141,309,2020/2021,Health authorities
Interior Health,"Rotenburger, Michelle Rae",,97981,0,2020/2021,Health authorities
Interior Health,"Rothwell, Shawna",,83195,1043,2020/2021,Health authorities
Interior Health,"Rouck, Lisa A.",,76021,0,2020/2021,Health authorities
Interior Health,"Roughsedge, Gail",,92770,4,2020/2021,Health authorities
Interior Health,"Roulette, Erin Lynda",,90515,0,2020/2021,Health authorities
Interior Health,"Roulston, Anita",,112491,2719,2020/2021,Health authorities
Interior Health,"Rourke, Dennis",,88710,0,2020/2021,Health authorities
Interior Health,"Rourke, Sandra",,88461,0,2020/2021,Health authorities
Interior Health,"Rouse, Erin Elizabeth",,107169,0,2020/2021,Health authorities
Interior Health,"Rova, Cleo",,82249,163,2020/2021,Health authorities
Interior Health,"Rowe, Nicole",,93565,2639,2020/2021,Health authorities
Interior Health,"Rowland, Jennie Marie",,97005,0,2020/2021,Health authorities
Interior Health,"Roy, Colette",,102894,0,2020/2021,Health authorities
Interior Health,"Roy, Myriah",,105663,0,2020/2021,Health authorities
Interior Health,"Royan, Cary Scott",,91067,1055,2020/2021,Health authorities
Interior Health,"Royer, Toni",,106033,4,2020/2021,Health authorities
Interior Health,"Roylance, Rhonda Jean",,102235,616,2020/2021,Health authorities
Interior Health,"Rozentul, Eddie",,77900,1040,2020/2021,Health authorities
Interior Health,"Ruby, Pamela Ann",,91598,214,2020/2021,Health authorities
Interior Health,"Ruda, Nadine",,78086,0,2020/2021,Health authorities
Interior Health,"Ruddock, Sarah",,90426,4,2020/2021,Health authorities
Interior Health,"Rudnisky, Jennifer Lauren",,82376,69,2020/2021,Health authorities
Interior Health,"Rudnisky, Rebecca",,78609,44,2020/2021,Health authorities
Interior Health,"Rudrum, Catharine R",,98780,0,2020/2021,Health authorities
Interior Health,"Rukavina, Ivan",,78441,170,2020/2021,Health authorities
Interior Health,"Rukavina, Kathy Lynn",,120972,1040,2020/2021,Health authorities
Interior Health,"Runge, Deborah",,141395,0,2020/2021,Health authorities
Interior Health,"Rush, Denise",,75065,39,2020/2021,Health authorities
Interior Health,"Rusha, Blerime",,119569,0,2020/2021,Health authorities
Interior Health,"Rusheleau, Danielle",,98004,0,2020/2021,Health authorities
Interior Health,"Russell, Bronwyn J",,81000,0,2020/2021,Health authorities
Interior Health,"Russell, Christopher Alan",,88552,1685,2020/2021,Health authorities
Interior Health,"Russell, Darlene",,120711,0,2020/2021,Health authorities
Interior Health,"Russell, Diva",,85351,4,2020/2021,Health authorities
Interior Health,"Russell, Kristina",,127394,0,2020/2021,Health authorities
Interior Health,"Russell, Sarah",,82425,0,2020/2021,Health authorities
Interior Health,"Russell, Sasha",,96765,0,2020/2021,Health authorities
Interior Health,"Russell, Selena",,82755,106,2020/2021,Health authorities
Interior Health,"Russo, Eric",,98564,0,2020/2021,Health authorities
Interior Health,"Russo, Krista",,81571,91,2020/2021,Health authorities
Interior Health,"Rutherford, Christine",,139892,0,2020/2021,Health authorities
Interior Health,"Rutter, Bobie‐Lee",,83079,107,2020/2021,Health authorities
Interior Health,"Rybachuk, Tina Marie",,75756,0,2020/2021,Health authorities
Interior Health,"Rybchinski, Patricia",,87498,475,2020/2021,Health authorities
Interior Health,"Ryde, Marlene Grace",,87973,237,2020/2021,Health authorities
Interior Health,"Rydings, Melanie",,106232,188,2020/2021,Health authorities
Interior Health,"Rydings, Pamela",,113433,0,2020/2021,Health authorities
Interior Health,"Ryley, Alexis Margaret",,83008,272,2020/2021,Health authorities
Interior Health,"Ryll, Lisa Ann",,114222,206,2020/2021,Health authorities
Interior Health,"Rytkonen, Lisa",,84149,0,2020/2021,Health authorities
Interior Health,"Saah, Jonathan",,76984,0,2020/2021,Health authorities
Interior Health,"Saari, Andrea Nicole",,130037,28,2020/2021,Health authorities
Interior Health,"Sabang, Noemi B",,154778,0,2020/2021,Health authorities
Interior Health,"Sabo, Jennifer Ann",,178763,0,2020/2021,Health authorities
Interior Health,"Saby, Darcy",,91595,0,2020/2021,Health authorities
Interior Health,"Saczkowski, Richard",,138586,528,2020/2021,Health authorities
Interior Health,"Sadhra, Raj",,77226,321,2020/2021,Health authorities
Interior Health,"Saffin, Margaret Elizabeth",,99011,188,2020/2021,Health authorities
Interior Health,"Sagal, Natalie",,94336,0,2020/2021,Health authorities
Interior Health,"Sage, Jennifer",,85768,0,2020/2021,Health authorities
Interior Health,"Sage, Rhonda L",,79639,0,2020/2021,Health authorities
Interior Health,"Sagstuen, Leanne",,94236,0,2020/2021,Health authorities
Interior Health,"Sahlstrom, Kaitlyn",,83546,840,2020/2021,Health authorities
Interior Health,"Sahota, Navineet Kaur",,127676,183,2020/2021,Health authorities
Interior Health,"Saidkariev, Ulugbek",,114918,0,2020/2021,Health authorities
Interior Health,"Saini, Kamaljit",,78003,0,2020/2021,Health authorities
Interior Health,"Saini, Nirmal Jit Kaur",,95967,0,2020/2021,Health authorities
Interior Health,"Sajdak, Marko",,83052,0,2020/2021,Health authorities
Interior Health,"Sakamoto, Amanda",,86057,0,2020/2021,Health authorities
Interior Health,"Sales, Katherine",,121420,0,2020/2021,Health authorities
Interior Health,"Sallis, Shayla",,88841,127,2020/2021,Health authorities
Interior Health,"Salmond, Harley D",,106365,219,2020/2021,Health authorities
Interior Health,"Salon, Nadia Rosanna",,191143,956,2020/2021,Health authorities
Interior Health,"Salumbides, Noah Rivera",,157394,0,2020/2021,Health authorities
Interior Health,"Salustro, Emily",,92086,0,2020/2021,Health authorities
Interior Health,"Salverda, Debra",,97265,422,2020/2021,Health authorities
Interior Health,"Sama, Annabella",,88659,0,2020/2021,Health authorities
Interior Health,"Sambrielaz, Lia",,104246,0,2020/2021,Health authorities
Interior Health,"Sampson, April Alexandria",,80409,0,2020/2021,Health authorities
Interior Health,"Samson, Rae",,121609,0,2020/2021,Health authorities
Interior Health,"Samuel, Annie",,88354,0,2020/2021,Health authorities
Interior Health,"Sanbrooks, Crista",,82204,399,2020/2021,Health authorities
Interior Health,"Sanbrooks, Joel Joeseph",,75935,0,2020/2021,Health authorities
Interior Health,"Sanche, Gina",,77292,92,2020/2021,Health authorities
Interior Health,"Sanchez, Jake",,85311,0,2020/2021,Health authorities
Interior Health,"Sandberg, Rayha",,75775,0,2020/2021,Health authorities
Interior Health,"Sanders, Eva",,133333,0,2020/2021,Health authorities
Interior Health,"Sanders, Shelley M.",,111111,1990,2020/2021,Health authorities
Interior Health,"Sanders, Taya",,91712,0,2020/2021,Health authorities
Interior Health,"Sanderson, Garret",,81134,0,2020/2021,Health authorities
Interior Health,"Sandhu, Bimy",,79466,145,2020/2021,Health authorities
Interior Health,"Sandhu, Nirpinder Singh",,92611,419,2020/2021,Health authorities
Interior Health,"Sanguin, Cindy",,133089,0,2020/2021,Health authorities
Interior Health,"Sansford, Sarah",,106870,0,2020/2021,Health authorities
Interior Health,"Sanz, Tannille",,84261,4,2020/2021,Health authorities
Interior Health,"Saplala, Jhon Lester",,79346,0,2020/2021,Health authorities
Interior Health,"Sappington, Amanda Keith",,102051,925,2020/2021,Health authorities
Interior Health,"Sarada, Richard W",,75260,1492,2020/2021,Health authorities
Interior Health,"Sargeant, Shannon Mary",,91538,0,2020/2021,Health authorities
Interior Health,"Sarmiento, Maricel Lapitan",,88683,0,2020/2021,Health authorities
Interior Health,"Sartor, Myles Garfield",,87111,6566,2020/2021,Health authorities
Interior Health,"Sattele‐Groves, Kim S",,102075,739,2020/2021,Health authorities
Interior Health,"Sattler, Yvonne",,100208,0,2020/2021,Health authorities
Interior Health,"Sauer, Lori",,110979,99,2020/2021,Health authorities
Interior Health,"Sauer, Megan",,82997,0,2020/2021,Health authorities
Interior Health,"Sauer, Ruth",,104259,174,2020/2021,Health authorities
Interior Health,"Saunders, Tammy",,114556,0,2020/2021,Health authorities
Interior Health,"Sautner, Paula",,142387,76,2020/2021,Health authorities
Interior Health,"Savage, Heather",,86059,4978,2020/2021,Health authorities
Interior Health,"Savage, Joseph",,120652,182,2020/2021,Health authorities
Interior Health,"Savage, Kathy",,84481,0,2020/2021,Health authorities
Interior Health,"Savard, Anne‐Marie",,105669,0,2020/2021,Health authorities
Interior Health,"Saville, Deborah Mary",,97138,867,2020/2021,Health authorities
Interior Health,"Savitskoff, Sharon",,77880,0,2020/2021,Health authorities
Interior Health,"Sawatzky, Annick",,93318,0,2020/2021,Health authorities
Interior Health,"Sawyer, Dianna",,75311,0,2020/2021,Health authorities
Interior Health,"Sawyer, Natalie",,94934,124,2020/2021,Health authorities
Interior Health,"Sawyer, Shawna Marie",,87111,0,2020/2021,Health authorities
Interior Health,"Sbitney, Derrilyn Gloria",,128915,0,2020/2021,Health authorities
Interior Health,"Scarcella, Jo‐Ann",,142978,1070,2020/2021,Health authorities
Interior Health,"Scarrott, Philip",,75239,107,2020/2021,Health authorities
Interior Health,"Schable, Kathleen Margaret",,76379,0,2020/2021,Health authorities
Interior Health,"Schacher, Denise Anne",,76271,3527,2020/2021,Health authorities
Interior Health,"Schaefer, Andreas",,100634,0,2020/2021,Health authorities
Interior Health,"Schaefer, Daniel",,122193,144,2020/2021,Health authorities
Interior Health,"Schaefer, Julia",,93139,34,2020/2021,Health authorities
Interior Health,"Schaefer, Leah",,81847,0,2020/2021,Health authorities
Interior Health,"Schaefer, Sarah",,82017,4,2020/2021,Health authorities
Interior Health,"Schaefer, Stefanie",,94249,3539,2020/2021,Health authorities
Interior Health,"Schafer, Christine",,111383,0,2020/2021,Health authorities
Interior Health,"Schafer, Jesse",,82681,160,2020/2021,Health authorities
Interior Health,"Schafer, Peter (Curtis)",,140848,0,2020/2021,Health authorities
Interior Health,"Schafers, Elisabeth",,107090,949,2020/2021,Health authorities
Interior Health,"Schaffer, Carolynn Joann",,105296,0,2020/2021,Health authorities
Interior Health,"Schaffer, Julie",,114560,0,2020/2021,Health authorities
Interior Health,"Schager, Samantha",,98904,0,2020/2021,Health authorities
Interior Health,"Scharf, Linda Mae",,122909,0,2020/2021,Health authorities
Interior Health,"Scheifele, Scott",,109363,0,2020/2021,Health authorities
Interior Health,"Scheitel, Elisa Audree",,115862,0,2020/2021,Health authorities
Interior Health,"Schellenberg, Crystal",,91957,262,2020/2021,Health authorities
Interior Health,"Schellenberg, Diane",,81075,0,2020/2021,Health authorities
Interior Health,"Schepikoff, Sydney",,84580,50,2020/2021,Health authorities
Interior Health,"Scheuer, Justine",,88289,0,2020/2021,Health authorities
Interior Health,"Schile, Nicole Edrene",,79155,0,2020/2021,Health authorities
Interior Health,"Schilling, Heidi A.",,93056,2281,2020/2021,Health authorities
Interior Health,"Schimm, Donna",,99927,0,2020/2021,Health authorities
Interior Health,"Schinbein, Jason",,106606,4617,2020/2021,Health authorities
Interior Health,"Schipfel, David G",,87665,406,2020/2021,Health authorities
Interior Health,"Schlachter, Jennifer Lynne",,95255,0,2020/2021,Health authorities
Interior Health,"Schlaht, Deren",,83927,0,2020/2021,Health authorities
Interior Health,"Schlenker, Alexa",,91704,0,2020/2021,Health authorities
Interior Health,"Schlenker, Carrie",,82936,2309,2020/2021,Health authorities
Interior Health,"Schley, Donna J",,104492,145,2020/2021,Health authorities
Interior Health,"Schlitt, Duane",,79399,2708,2020/2021,Health authorities
Interior Health,"Schlivinsky, Dawn",,106528,0,2020/2021,Health authorities
Interior Health,"Schmalz, Tara",,106920,0,2020/2021,Health authorities
Interior Health,"Schmidt, Allison",,77473,1586,2020/2021,Health authorities
Interior Health,"Schmidt, Jana",,83471,0,2020/2021,Health authorities
Interior Health,"Schmidt, Kalicia",,76644,571,2020/2021,Health authorities
Interior Health,"Schmidt, Susan Jane",,192337,354,2020/2021,Health authorities
Interior Health,"Schneider, Alison Sarah",,77396,1493,2020/2021,Health authorities
Interior Health,"Schneider, Kari Dawn",,105795,4,2020/2021,Health authorities
Interior Health,"Schneider, Lori Sawyer",,87556,0,2020/2021,Health authorities
Interior Health,"Schneider, Maria",,143173,0,2020/2021,Health authorities
Interior Health,"Schoenberger, Sorrel",,79631,28,2020/2021,Health authorities
Interior Health,"Scholes, Heather",,96422,104,2020/2021,Health authorities
Interior Health,"Schott, Melissa",,88836,2914,2020/2021,Health authorities
Interior Health,"Schraeder, Jeanna L",,101330,8,2020/2021,Health authorities
Interior Health,"Schreiber, Danita",,120430,485,2020/2021,Health authorities
Interior Health,"Schubert, Ashley",,82646,0,2020/2021,Health authorities
Interior Health,"Schubert, Jeremy",,89073,0,2020/2021,Health authorities
Interior Health,"Schuck, Julie (Jules)",,93416,0,2020/2021,Health authorities
Interior Health,"Schulhauser, Adam Thomas",,79498,0,2020/2021,Health authorities
Interior Health,"Schulli, Jenifer",,105223,0,2020/2021,Health authorities
Interior Health,"Schulte, Nicole",,98246,180,2020/2021,Health authorities
Interior Health,"Schultze, Lana Elina",,119569,525,2020/2021,Health authorities
Interior Health,"Schulz, Susan",,80295,2058,2020/2021,Health authorities
Interior Health,"Schumacher, Lorraine Carla",,117956,30,2020/2021,Health authorities
Interior Health,"Schurack, Kim Marie",,110163,160,2020/2021,Health authorities
Interior Health,"Schuster, April",,98280,4,2020/2021,Health authorities
Interior Health,"Schwab, Sharie Lynn",,107598,162,2020/2021,Health authorities
Interior Health,"Schwanebeck, Sabrina",,133655,4,2020/2021,Health authorities
Interior Health,"Schwanke, Wendy",,102019,1000,2020/2021,Health authorities
Interior Health,"Schwartz, Lisa",,105131,47,2020/2021,Health authorities
Interior Health,"Schwarz, Maranda",,97393,0,2020/2021,Health authorities
Interior Health,"Schwerin, Leah Renee",,91625,595,2020/2021,Health authorities
Interior Health,"Schwindt, Alyssa",,84861,33,2020/2021,Health authorities
Interior Health,"Scondo, Charlaina M",,98051,0,2020/2021,Health authorities
Interior Health,"Scott, David Lorne",,85215,289,2020/2021,Health authorities
Interior Health,"Scott, Derek",,84090,9,2020/2021,Health authorities
Interior Health,"Scott, Elizabeth Anne",,112263,285,2020/2021,Health authorities
Interior Health,"Scott, Jayme Lee",,120143,1899,2020/2021,Health authorities
Interior Health,"Scott, Jeff Andrew",,88835,2480,2020/2021,Health authorities
Interior Health,"Scott, Jordan",,111396,14,2020/2021,Health authorities
Interior Health,"Scott, Kirstine Theresia",,109822,136,2020/2021,Health authorities
Interior Health,"Scott, Kristoffer",,101634,4,2020/2021,Health authorities
Interior Health,"Scott, Margaret (Peggy)",,101805,0,2020/2021,Health authorities
Interior Health,"Scott, Michael Reed",,106692,16,2020/2021,Health authorities
Interior Health,"Scott, Tracy S.",,107220,0,2020/2021,Health authorities
Interior Health,"Scrase, Paula",,112323,458,2020/2021,Health authorities
Interior Health,"Scriver, Kristen",,98456,0,2020/2021,Health authorities
Interior Health,"Seaby, Margaret",,76962,70,2020/2021,Health authorities
Interior Health,"Sear, Stephanie Amanda",,106494,0,2020/2021,Health authorities
Interior Health,"Sebastian, Megan",,91137,0,2020/2021,Health authorities
Interior Health,"Sebastian, Taylor",,76897,0,2020/2021,Health authorities
Interior Health,"Sebo, Robert",,91126,0,2020/2021,Health authorities
Interior Health,"Sedore, Ken",,92368,0,2020/2021,Health authorities
Interior Health,"Seeley, Lori Ann",,114954,951,2020/2021,Health authorities
Interior Health,"Segec, Steve",,79180,2884,2020/2021,Health authorities
Interior Health,"Segers, Carla",,87851,0,2020/2021,Health authorities
Interior Health,"Segert‐Iluk, Anne‐Marie",,88671,539,2020/2021,Health authorities
Interior Health,"Seib, Shelly",,83680,0,2020/2021,Health authorities
Interior Health,"Seibert, Shelby",,85518,0,2020/2021,Health authorities
Interior Health,"Seidemann, Kirsten M",,95291,135,2020/2021,Health authorities
Interior Health,"Selbie, Ian",,76446,0,2020/2021,Health authorities
Interior Health,"Sellars, Carmen D",,105036,0,2020/2021,Health authorities
Interior Health,"Sellers, Jacqueline",,84089,8774,2020/2021,Health authorities
Interior Health,"Sellinger, Tracy",,78928,0,2020/2021,Health authorities
Interior Health,"Sellmer, Sabine",,81332,1524,2020/2021,Health authorities
Interior Health,"Semeniuk, Laura",,86201,0,2020/2021,Health authorities
Interior Health,"Semenoff, Daniel Lance",,96789,2886,2020/2021,Health authorities
Interior Health,"Semenoff, Katherine",,80786,0,2020/2021,Health authorities
Interior Health,"Semere, Tsighereda",,99172,0,2020/2021,Health authorities
Interior Health,"Seminoff, Sarah",,76601,0,2020/2021,Health authorities
Interior Health,"Semograd, Sandra L.",,92058,0,2020/2021,Health authorities
Interior Health,"Semph, Sarah Anne",,88505,0,2020/2021,Health authorities
Interior Health,"Semple, Karli",,78310,789,2020/2021,Health authorities
Interior Health,"Senechal, Luc",,75300,486,2020/2021,Health authorities
Interior Health,"Senft, Dennis",,90544,0,2020/2021,Health authorities
Interior Health,"Senft, Elaine Kathleen",,103961,0,2020/2021,Health authorities
Interior Health,"Senger, Corinne E.",,104547,0,2020/2021,Health authorities
Interior Health,"Senger, Dale A",,78171,0,2020/2021,Health authorities
Interior Health,"Senner, Wayne",,136664,1190,2020/2021,Health authorities
Interior Health,"Sens, Sheila Lynn",,108424,0,2020/2021,Health authorities
Interior Health,"Sequeira, Melissa",,79404,0,2020/2021,Health authorities
Interior Health,"Serafin, Heather Lynn",,100926,1664,2020/2021,Health authorities
Interior Health,"Serravalli, Shaundra",,106119,0,2020/2021,Health authorities
Interior Health,"Servatius, Kristen",,86628,0,2020/2021,Health authorities
Interior Health,"Servi, Daina Aislinn",,87302,128,2020/2021,Health authorities
Interior Health,"Severa, Karol",,83710,0,2020/2021,Health authorities
Interior Health,"Severin, Wendy Lee",,84297,0,2020/2021,Health authorities
Interior Health,"Severs, Melissa Lynn",,105300,112,2020/2021,Health authorities
Interior Health,"Sevigny, Annick",,84318,0,2020/2021,Health authorities
Interior Health,"Shabaga, Megan",,95982,0,2020/2021,Health authorities
Interior Health,"Shaffi, Melissa",,85540,0,2020/2021,Health authorities
Interior Health,"Shalansky, Dallas",,76144,1270,2020/2021,Health authorities
Interior Health,"Shand, Danielle Claire",,84623,0,2020/2021,Health authorities
Interior Health,"Shandler, Robbin",,103677,0,2020/2021,Health authorities
Interior Health,"Shane, Gayleen",,87958,30,2020/2021,Health authorities
Interior Health,"Shanks, Shirley D.",,88800,0,2020/2021,Health authorities
Interior Health,"Shannon, Brianna Kate",,111949,0,2020/2021,Health authorities
Interior Health,"Shannon, Helen E",,99495,0,2020/2021,Health authorities
Interior Health,"Shannon, Kimberlee",,88424,0,2020/2021,Health authorities
Interior Health,"Shannon, Michael",,82989,74,2020/2021,Health authorities
Interior Health,"Shao, Yongchang (David)",,95567,1056,2020/2021,Health authorities
Interior Health,"Shareck, Lorrie M",,100017,0,2020/2021,Health authorities
Interior Health,"Sharma, Sumit",,97409,0,2020/2021,Health authorities
Interior Health,"Sharma, Sunanda",,98840,0,2020/2021,Health authorities
Interior Health,"Sharmin, Sadia",,75421,0,2020/2021,Health authorities
Interior Health,"Sharp, Andrea",,87141,561,2020/2021,Health authorities
Interior Health,"Sharp, Cherise Suzanne",,94006,234,2020/2021,Health authorities
Interior Health,"Shaw, Brian",,151207,4,2020/2021,Health authorities
Interior Health,"Shaw, Charlotte E.",,82180,1102,2020/2021,Health authorities
Interior Health,"Shaw, Jillian",,102704,0,2020/2021,Health authorities
Interior Health,"Shaw, Samantha",,76690,0,2020/2021,Health authorities
Interior Health,"Shawara, Elaine Katherine",,115855,0,2020/2021,Health authorities
Interior Health,"Shea, Lia Catherine",,84792,71,2020/2021,Health authorities
Interior Health,"Shea, Roberta",,84603,118,2020/2021,Health authorities
Interior Health,"Shearer, Decolle",,78718,0,2020/2021,Health authorities
Interior Health,"Shearer, Lisa Marie",,86273,413,2020/2021,Health authorities
Interior Health,"Shedden, Kelsey",,92599,347,2020/2021,Health authorities
Interior Health,"Sheeley, Jennifer R.",,84705,345,2020/2021,Health authorities
Interior Health,"Sheets, Aladina",,103191,0,2020/2021,Health authorities
Interior Health,"Sheffield, Kathy E",,84205,4,2020/2021,Health authorities
Interior Health,"Shelley‐Glavine, Bonnie",,120175,2708,2020/2021,Health authorities
Interior Health,"Shen, Catherine J H",,84308,0,2020/2021,Health authorities
Interior Health,"Shen, Wen (Amy)",,79862,0,2020/2021,Health authorities
Interior Health,"Shendruk, Diane Patricia",,180104,7278,2020/2021,Health authorities
Interior Health,"Shepherd, Carolyn",,109694,647,2020/2021,Health authorities
Interior Health,"Shepley, Amelita (Mia)",,80114,0,2020/2021,Health authorities
Interior Health,"Sheppard, Luke Jeremiah",,137010,0,2020/2021,Health authorities
Interior Health,"Sherbinin, Jessica",,81476,0,2020/2021,Health authorities
Interior Health,"Sheridan, Allison",,107142,0,2020/2021,Health authorities
Interior Health,"Sherris, Stephanie Anne",,79974,0,2020/2021,Health authorities
Interior Health,"Sherrod, Shani",,101251,1129,2020/2021,Health authorities
Interior Health,"Sherry, Nicole",,77495,0,2020/2021,Health authorities
Interior Health,"Sherstobitoff, Jeffrey",,100172,105,2020/2021,Health authorities
Interior Health,"Sherwood, Peter",,95857,1152,2020/2021,Health authorities
Interior Health,"Shewchenko, Brenda",,98463,812,2020/2021,Health authorities
Interior Health,"Shewchuk, Chris",,77941,7989,2020/2021,Health authorities
Interior Health,"Shewchuk, Susan",,105360,1049,2020/2021,Health authorities
Interior Health,"Shipclark, Renee",,76680,0,2020/2021,Health authorities
Interior Health,"Shipley, Cindy Lou",,105976,0,2020/2021,Health authorities
Interior Health,"Shipmaker, Jaime",,107914,0,2020/2021,Health authorities
Interior Health,"Shipowick, Dene",,86236,35,2020/2021,Health authorities
Interior Health,"Shiskin, Holly Dawn",,124856,4,2020/2021,Health authorities
Interior Health,"Shoemaker, Jonas",,107011,0,2020/2021,Health authorities
Interior Health,"Sholty, Kaili Marie",,84281,0,2020/2021,Health authorities
Interior Health,"Shukla, Elfe",,108237,0,2020/2021,Health authorities
Interior Health,"Shumaker, Jessica",,80901,0,2020/2021,Health authorities
Interior Health,"Shumard, Meredith Anne",,97220,230,2020/2021,Health authorities
Interior Health,"Sibat, Rupinder",,86369,0,2020/2021,Health authorities
Interior Health,"Sibbelee, Cheryl D.",,105085,0,2020/2021,Health authorities
Interior Health,"Siddique, Sajida Parveen",,101296,0,2020/2021,Health authorities
Interior Health,"Siddiqui, Muddassir",,96205,278,2020/2021,Health authorities
Interior Health,"Sidenberg, Cheryl L.",,78347,353,2020/2021,Health authorities
Interior Health,"Sidhu, Manpreet",,124890,4,2020/2021,Health authorities
Interior Health,"Sidhu, Nina",,113237,0,2020/2021,Health authorities
Interior Health,"Sidhu, Sonum",,125551,0,2020/2021,Health authorities
Interior Health,"Sidloski, Kara",,76036,4,2020/2021,Health authorities
Interior Health,"Sidloski, Kern",,83694,199,2020/2021,Health authorities
Interior Health,"Sidwell, Sheri Lynn",,102358,4,2020/2021,Health authorities
Interior Health,"Siebert, Shannon",,77219,0,2020/2021,Health authorities
Interior Health,"Siebring, Christopher",,96815,0,2020/2021,Health authorities
Interior Health,"Siegenthaler, Corinne Lynn",,99504,195,2020/2021,Health authorities
Interior Health,"Sieker, Beverly D.",,134931,668,2020/2021,Health authorities
Interior Health,"Siemens, Megan",,95742,0,2020/2021,Health authorities
Interior Health,"Siever, Sean",,103634,4,2020/2021,Health authorities
Interior Health,"Sigalet, Carmen J",,105057,1124,2020/2021,Health authorities
Interior Health,"Sigston, Jennifer Marie",,98937,1217,2020/2021,Health authorities
Interior Health,"Sillje, Mona",,122265,0,2020/2021,Health authorities
Interior Health,"Silveira Santos Oliv, Caio",,129403,6,2020/2021,Health authorities
Interior Health,"Simard, Joanna",,93169,2921,2020/2021,Health authorities
Interior Health,"Simm, Shelly Ann",,81702,0,2020/2021,Health authorities
Interior Health,"Simmonds, Tara",,86404,0,2020/2021,Health authorities
Interior Health,"Simonson, Melonie",,86973,0,2020/2021,Health authorities
Interior Health,"Simpson, Alia",,89523,0,2020/2021,Health authorities
Interior Health,"Simpson, Julie Ann",,103222,3181,2020/2021,Health authorities
Interior Health,"Simpson, Katie",,81873,0,2020/2021,Health authorities
Interior Health,"Simpson, Stephanie",,78942,0,2020/2021,Health authorities
Interior Health,"Sims, Devon",,91296,0,2020/2021,Health authorities
Interior Health,"Simundson, Kimberly",,90980,0,2020/2021,Health authorities
Interior Health,"Sinclair, Aisha",,100973,11839,2020/2021,Health authorities
Interior Health,"Sinclair, Brenda May",,79227,0,2020/2021,Health authorities
Interior Health,"Sinclair, Debra",,102897,1138,2020/2021,Health authorities
Interior Health,"Sinclair, Stephanie",,84639,0,2020/2021,Health authorities
Interior Health,"Singbeil, Leeanne",,102490,142,2020/2021,Health authorities
Interior Health,"Singha, Puneet Kaur",,75517,1016,2020/2021,Health authorities
Interior Health,"Sinotte, Patrick",,83432,199,2020/2021,Health authorities
Interior Health,"Sisley, Lorne Allan",,145814,8208,2020/2021,Health authorities
Interior Health,"Sisson, Tina Marie",,80304,0,2020/2021,Health authorities
Interior Health,"Sjoquist, Yvette",,108945,0,2020/2021,Health authorities
Interior Health,"Skadberg, Laurel",,91849,0,2020/2021,Health authorities
Interior Health,"Skagos, Olivia Athanasia",,101690,0,2020/2021,Health authorities
Interior Health,"Skeldon, Alexandra",,77169,803,2020/2021,Health authorities
Interior Health,"Skelly, Ashley",,80387,0,2020/2021,Health authorities
Interior Health,"Skelton, Janice Kim",,146250,4,2020/2021,Health authorities
Interior Health,"Skemer, Chauntal L",,107541,723,2020/2021,Health authorities
Interior Health,"Skene, Lori D.",,100853,0,2020/2021,Health authorities
Interior Health,"Skerritt, Molly",,108486,47,2020/2021,Health authorities
Interior Health,"Skinner, Brendan",,78476,3332,2020/2021,Health authorities
Interior Health,"Skinner, Kenneth",,90219,0,2020/2021,Health authorities
Interior Health,"Skinner, Shashi",,115923,0,2020/2021,Health authorities
Interior Health,"Skookum, Margaret",,77822,0,2020/2021,Health authorities
Interior Health,"Skoropadyk, Wendy",,101906,726,2020/2021,Health authorities
Interior Health,"Skow, Dana",,81198,14,2020/2021,Health authorities
Interior Health,"Skutar, Delmyra",,107192,0,2020/2021,Health authorities
