Agency,Name,Position,Remuneration,Expenses,Year,Sector
Abbotsford school district,"Sauve, Johanne",Teacher,99914,208,2020/2021,School districts
Abbotsford school district,"White, Rodney",Teacher,99914,98,2020/2021,School districts
Abbotsford school district,"Whitman, Richard",Teacher,99914,723,2020/2021,School districts
Abbotsford school district,"Wiebe, Conrad",Teacher,99914,2191,2020/2021,School districts
Abbotsford school district,"Wight, Trevor",Teacher,99914,552,2020/2021,School districts
Abbotsford school district,"Wilms, BillyJay",Teacher,99914,0,2020/2021,School districts
Abbotsford school district,"De Wit, Natalie",Teacher,99915,1045,2020/2021,School districts
Abbotsford school district,"Sullivan, Colleen",Teacher,99915,0,2020/2021,School districts
Abbotsford school district,"Plastow, Kelly","Manager, Capital Planning",100140,559,2020/2021,School districts
Abbotsford school district,"Robertson, Cameron",Teacher,100213,494,2020/2021,School districts
Abbotsford school district,"Grell, Thomas",Teacher,100506,337,2020/2021,School districts
Abbotsford school district,"Abernethy, Colin",Teacher,100573,0,2020/2021,School districts
Abbotsford school district,"Rooke, Kaylie",Teacher,100573,913,2020/2021,School districts
Abbotsford school district,"Currie, Brock",Teacher,100574,507,2020/2021,School districts
Abbotsford school district,"Kask, Byron",Teacher,100575,0,2020/2021,School districts
Abbotsford school district,"Rose, Michel",Foreman,100597,753,2020/2021,School districts
Abbotsford school district,"Toporowski, Kymberlee",Teacher,100638,195,2020/2021,School districts
Abbotsford school district,"Murphy, Patrick",Teacher,100676,0,2020/2021,School districts
Abbotsford school district,"Mangat, Ranbir",Teacher,100687,0,2020/2021,School districts
Abbotsford school district,"Jones, David",Teacher,100724,594,2020/2021,School districts
Abbotsford school district,"Gill, Jasvir",Teacher,101160,156,2020/2021,School districts
Abbotsford school district,"Shingler, Len","Assistant Director, Facilities",101408,946,2020/2021,School districts
Abbotsford school district,"Van Hunenstijn, Thomas",Teacher,102335,209,2020/2021,School districts
Abbotsford school district,"Kemp, Graeme",Teacher,102443,0,2020/2021,School districts
Abbotsford school district,"Gill, Michelle",Teacher,102856,1495,2020/2021,School districts
Abbotsford school district,"Bocker, Megan",Teacher,103220,0,2020/2021,School districts
Abbotsford school district,"Wertman, Teresa","Manager, Payroll",103899,940,2020/2021,School districts
Abbotsford school district,"Kim, Junseuk",Systems Analyst/Programmer,103942,45,2020/2021,School districts
Abbotsford school district,"Rajabally, Soraya",Teacher,104254,0,2020/2021,School districts
Abbotsford school district,"Mcdonald, Richard",Teacher,104468,2066,2020/2021,School districts
Abbotsford school district,"Fedyna, Shawn",Teacher,106269,42,2020/2021,School districts
Abbotsford school district,"Ballantyne, Jesse",Teacher,106449,0,2020/2021,School districts
Abbotsford school district,"Frans, Serenna",Teacher,106676,199,2020/2021,School districts
Abbotsford school district,"Macphail, Andrew",Teacher,106849,0,2020/2021,School districts
Abbotsford school district,"GiesbrechtCoombs, Alana",Teacher,107248,460,2020/2021,School districts
Abbotsford school district,"Gasser, Grant",Teacher,107715,116,2020/2021,School districts
Abbotsford school district,"Neufeld, Dennis",Teacher,107806,289,2020/2021,School districts
Abbotsford school district,"Dallas, Suzanne",Teacher,107916,0,2020/2021,School districts
Abbotsford school district,"Nahal, Satvir",Teacher,108028,56,2020/2021,School districts
Abbotsford school district,"Polderman, Tracey",Teacher,108330,0,2020/2021,School districts
Abbotsford school district,"Gregoire, Ronald","Manager, Transportation",108380,1126,2020/2021,School districts
Abbotsford school district,"Lee, Donna",Teacher,108459,0,2020/2021,School districts
Abbotsford school district,"Campbell, Carla",Vice Principal,108474,755,2020/2021,School districts
Abbotsford school district,"Sarowa, Manjinder",Principal,108766,0,2020/2021,School districts
Abbotsford school district,"Smoes, Elizabeth",Teacher,108792,0,2020/2021,School districts
Abbotsford school district,"Fuerst, Kathleen",Teacher,108833,0,2020/2021,School districts
Abbotsford school district,"Bogan, Edward",Teacher,108903,0,2020/2021,School districts
Abbotsford school district,"Ryder, David","Manager,International Recruitment",109028,283,2020/2021,School districts
Abbotsford school district,"Gill, Baljeet",Vice Principal,109485,737,2020/2021,School districts
Abbotsford school district,"Lorieau, Victoria",Vice Principal,110256,200,2020/2021,School districts
Abbotsford school district,"Stuckart, Kayla","Manager, Communications",110630,10821,2020/2021,School districts
Abbotsford school district,"Munro, John",Teacher,111031,126,2020/2021,School districts
Abbotsford school district,"Roffel, William",Teacher,111036,0,2020/2021,School districts
Abbotsford school district,"Revel, Gordon",Teacher,111061,0,2020/2021,School districts
Abbotsford school district,"Baldwin, Cindy",Teacher,111085,0,2020/2021,School districts
Abbotsford school district,"Manky, Shannon",Vice Principal,112433,1240,2020/2021,School districts
Abbotsford school district,"Greene, Roseanne",Vice Principal,112558,0,2020/2021,School districts
Abbotsford school district,"Grant, B.",Teacher,112734,0,2020/2021,School districts
Abbotsford school district,"Howe, Carmen",Teacher,112885,0,2020/2021,School districts
Abbotsford school district,"Sidhu, Kamaljit",Vice Principal,112966,4076,2020/2021,School districts
Abbotsford school district,"Chenier, Deborah",Vice Principal,113433,962,2020/2021,School districts
Abbotsford school district,"Heinrichs, James",Teacher,113506,0,2020/2021,School districts
Abbotsford school district,"Sidhu, Nimmy",Teacher,113596,80,2020/2021,School districts
Abbotsford school district,"Village, Dan",Vice Principal,114086,600,2020/2021,School districts
Abbotsford school district,"Wallace, Brittney",Principal,114545,1240,2020/2021,School districts
Abbotsford school district,"Wilson, Barbara",Teacher,114738,0,2020/2021,School districts
Abbotsford school district,"Hautakoski, Harry",Teacher,115081,0,2020/2021,School districts
Abbotsford school district,"Mcintyre, Brandy",Vice Principal,115651,0,2020/2021,School districts
Abbotsford school district,"Bennato, Jennifer",Vice Principal,115719,0,2020/2021,School districts
Abbotsford school district,"Toews, Gary",Vice Principal,116243,225,2020/2021,School districts
Abbotsford school district,"Tighe, Tanya","Manager, HR",116389,1222,2020/2021,School districts
Abbotsford school district,"Gill, Jay",Teacher,116473,194,2020/2021,School districts
Abbotsford school district,"Carpenter, Bryon",Teacher,116539,332,2020/2021,School districts
Abbotsford school district,"Stapleton, Deborah",Vice Principal,116594,131,2020/2021,School districts
Abbotsford school district,"ChoFrede, Young","Manager, International Student Program",116652,8081,2020/2021,School districts
Abbotsford school district,"Petzold, Kari",Vice Principal,117619,1010,2020/2021,School districts
Abbotsford school district,"Trudeau, Melanie",Vice Principal,117661,590,2020/2021,School districts
Abbotsford school district,"Peters, Scott",Vice Principal,117990,649,2020/2021,School districts
Abbotsford school district,"Dyck, Glenda",Teacher,118169,0,2020/2021,School districts
Abbotsford school district,"Cochrane, Nicolas",Vice Principal,118755,131,2020/2021,School districts
Abbotsford school district,"Wilsdon, Melissa",Principal,118833,131,2020/2021,School districts
Abbotsford school district,"Soon, Galen",Vice Principal,118880,339,2020/2021,School districts
Abbotsford school district,"Nicholson, Tamiko",Teacher,119403,0,2020/2021,School districts
Abbotsford school district,"Bell, Jennifer",Vice Principal,119505,637,2020/2021,School districts
Abbotsford school district,"Wiebe, Stanley",Vice Principal,119623,551,2020/2021,School districts
Abbotsford school district,"Abbot, Christine",Vice Principal,120216,826,2020/2021,School districts
Abbotsford school district,"Bell, Travis",Vice Principal,120755,339,2020/2021,School districts
Abbotsford school district,"Mack, Heather","Manager, HR",121354,1640,2020/2021,School districts
Abbotsford school district,"Braich, Virinder",Vice Principal,121515,365,2020/2021,School districts
Abbotsford school district,"Hendricks, Michael",Vice Principal,121915,152,2020/2021,School districts
Abbotsford school district,"Basran, Michelle",Vice Principal,122018,506,2020/2021,School districts
Abbotsford school district,"Gehring, Michelle",District Vice Principal,122419,2121,2020/2021,School districts
Abbotsford school district,"Ritchie, Jeffrey",Vice Principal,122663,0,2020/2021,School districts
Abbotsford school district,"Paulik, Thomas","Manager, HR",123941,439,2020/2021,School districts
Abbotsford school district,"Jung, Terrence",Principal,124676,800,2020/2021,School districts
Abbotsford school district,"Burdeyny, Lisa",Vice Principal,124771,645,2020/2021,School districts
Abbotsford school district,"Sidhu, Balbinder",Vice Principal,125198,0,2020/2021,School districts
Abbotsford school district,"Power, Lynette",District Vice Principal,125484,1301,2020/2021,School districts
Abbotsford school district,"Sekhon, Baljit",Vice Principal,127505,0,2020/2021,School districts
Abbotsford school district,"Heitz, Anita",Teacher,127597,0,2020/2021,School districts
Abbotsford school district,"Jordan, Christine",Principal,127658,0,2020/2021,School districts
Abbotsford school district,"Kenney, Shannon",Principal,127743,0,2020/2021,School districts
Abbotsford school district,"Webster, Jaimie",Vice Principal,128165,729,2020/2021,School districts
Abbotsford school district,"Dyck, Jennifer",Principal,128190,310,2020/2021,School districts
Abbotsford school district,"Lincoln, Maralee",Vice Principal,128190,0,2020/2021,School districts
Abbotsford school district,"Horner, Tyler",Vice Principal,128352,924,2020/2021,School districts
Abbotsford school district,"Sloboda, Robert",Vice Principal,129012,489,2020/2021,School districts
Abbotsford school district,"Magis, Lee",Principal,129034,0,2020/2021,School districts
Abbotsford school district,"Whitman, Lorena",Principal,129717,715,2020/2021,School districts
Abbotsford school district,"Ennis, David",District Vice Principal,130145,0,2020/2021,School districts
Abbotsford school district,"Bellavance, Emanuelle",Teacher,130965,0,2020/2021,School districts
Abbotsford school district,"Chan, Abby",Principal,131397,26,2020/2021,School districts
Abbotsford school district,"Lack, Rachel",Principal,131671,0,2020/2021,School districts
Abbotsford school district,"Christie, Fay",Principal,131796,805,2020/2021,School districts
Abbotsford school district,"Krys, Tracy",Principal,132175,538,2020/2021,School districts
Abbotsford school district,"Portas, Shelley",Principal,132464,1935,2020/2021,School districts
Abbotsford school district,"Reid, Heather",District Vice Principal,132498,0,2020/2021,School districts
Abbotsford school district,"Hopkins, Erica",Vice Principal,132671,1235,2020/2021,School districts
Abbotsford school district,"Baruta, Tyler",Principal,133321,26,2020/2021,School districts
Abbotsford school district,"Bennett, Karen",Principal,133535,0,2020/2021,School districts
Abbotsford school district,"Rustad, Karma",Principal,134105,0,2020/2021,School districts
Abbotsford school district,"Hall, Jacqueline",Principal,134157,0,2020/2021,School districts
Abbotsford school district,"Penner, Duane",Principal,134317,503,2020/2021,School districts
Abbotsford school district,"Krack, Michelle",Teacher,134676,0,2020/2021,School districts
Abbotsford school district,"Erickson, Cathy",Principal,134949,755,2020/2021,School districts
Abbotsford school district,"Byrne, Mark",Principal,134976,354,2020/2021,School districts
Abbotsford school district,"Friesen, Cameron",Principal,135355,488,2020/2021,School districts
Abbotsford school district,"Johnston, Dean",Principal,135398,10,2020/2021,School districts
Abbotsford school district,"Fladager, Kathleen",Principal,136081,0,2020/2021,School districts
Abbotsford school district,"Singh, Jasbir",Principal,136173,182,2020/2021,School districts
Abbotsford school district,"Collier, Paulette",Principal,136273,0,2020/2021,School districts
Abbotsford school district,"OsterbyBatryn, Annalisa",Principal,136273,183,2020/2021,School districts
Abbotsford school district,"Van Dalfsen, Marie",Principal,136273,0,2020/2021,School districts
Abbotsford school district,"Beck, Jamie",Principal,136923,300,2020/2021,School districts
Abbotsford school district,"Colbert, Ryan",Principal,136923,934,2020/2021,School districts
Abbotsford school district,"Plantinga, Tara",Vice Principal,137154,293,2020/2021,School districts
Abbotsford school district,"Rossi, David",Vice Principal,137905,499,2020/2021,School districts
Abbotsford school district,"Magon, Angela",Principal,137921,410,2020/2021,School districts
Abbotsford school district,"Laird, Stephen",Principal,138523,0,2020/2021,School districts
Abbotsford school district,"Horton, Dexter",Principal,138877,750,2020/2021,School districts
Abbotsford school district,"Su, Zhi",District Principal,139309,26,2020/2021,School districts
Abbotsford school district,"Iftody, Bonita",Principal,139421,382,2020/2021,School districts
Abbotsford school district,"Pollastretti, Linda",Principal,139746,854,2020/2021,School districts
Abbotsford school district,"Cookson, Phil",Principal,141278,755,2020/2021,School districts
Abbotsford school district,"Mackay, Janice",Principal,141523,0,2020/2021,School districts
Abbotsford school district,"Gabriel, Reginald",Principal,142318,219,2020/2021,School districts
Abbotsford school district,"De Wit, David",Principal,142480,2474,2020/2021,School districts
Abbotsford school district,"Pankratz, Jay",Principal,142690,2438,2020/2021,School districts
Abbotsford school district,"Wright, Donna",District Principal,143145,1364,2020/2021,School districts
Abbotsford school district,"Mcdonald, Lance",Principal,144130,0,2020/2021,School districts
Abbotsford school district,"Levings, Ian",Principal,145111,16759,2020/2021,School districts
Abbotsford school district,"Macdonald, Darlene",District Principal,147870,167,2020/2021,School districts
Abbotsford school district,"Peters, Linda","Director, Finance",148290,72,2020/2021,School districts
Abbotsford school district,"Pearson, Michael",Principal,149227,892,2020/2021,School districts
Abbotsford school district,"Churchill, Dale","Director, Facilities & Transportation",156748,745,2020/2021,School districts
Abbotsford school district,"O’Brien, Karman","Director, IT",162840,225,2020/2021,School districts
Abbotsford school district,"Smith, Perry","Director, Instruction",172900,110798,2020/2021,School districts
Abbotsford school district,"Ngieng, Nathan",Director of Instruction,176658,10635,2020/2021,School districts
Abbotsford school district,"Radomski, L.",Associate Superintendent,178776,14293,2020/2021,School districts
Abbotsford school district,"Mackay, Angus",Assistant Superintendent,196284,0,2020/2021,School districts
Abbotsford school district,"Danielsson, Carla",Assistant Superintendent,198433,2051,2020/2021,School districts
Abbotsford school district,"Bondi, Gino",Assistant Superintendent,212083,1061,2020/2021,School districts
Abbotsford school district,"Velestuk, Raymond",Secretary Treasurer,223858,952,2020/2021,School districts
Abbotsford school district,"Godden, Kevin",Superintendent,271571,2637,2020/2021,School districts
Burnaby school district,"Der, Cassandra P.",Teacher,75032,0,2020/2021,School districts
Burnaby school district,"Stermann, Juliana",Teacher,75054,0,2020/2021,School districts
Burnaby school district,"Wilkie, Samantha D.",Teacher,75072,776,2020/2021,School districts
Burnaby school district,"Yee, Allyson",Teacher,75105,271,2020/2021,School districts
Burnaby school district,"Stone, Alana M",Teacher,75105,0,2020/2021,School districts
Burnaby school district,"Baker, Kimberly",Teacher,75105,0,2020/2021,School districts
Burnaby school district,"WongReinhardt, Patricia A",Teacher,75106,154,2020/2021,School districts
Burnaby school district,"Routley, Katherine",Teacher,75106,0,2020/2021,School districts
Burnaby school district,"Liu, Jennifer",Teacher,75135,0,2020/2021,School districts
Burnaby school district,"Loungsay, Far",Teacher,75136,104,2020/2021,School districts
Burnaby school district,"Lynka, Carol",Teacher,75138,853,2020/2021,School districts
Burnaby school district,"Marrello, Alyssa",Teacher,75156,1025,2020/2021,School districts
Burnaby school district,"Taylor, Christie",Teacher,75187,0,2020/2021,School districts
Burnaby school district,"Taylor, Jessica",Teacher,75187,0,2020/2021,School districts
Burnaby school district,"Hull, Donna E",Teacher,75187,0,2020/2021,School districts
Burnaby school district,"Green, Kristen J",Teacher,75206,0,2020/2021,School districts
Burnaby school district,"Calvert, Keir",Teacher,75228,0,2020/2021,School districts
Burnaby school district,"Spence, Karen",Teacher,75247,40,2020/2021,School districts
Burnaby school district,"Veerkamp, Alessandra R.",Teacher,75357,26,2020/2021,School districts
Burnaby school district,"Mccutcheon, Shannon Christineteacher",,75443,680,2020/2021,School districts
Burnaby school district,"Ball, Diana",Teacher,75530,193,2020/2021,School districts
Burnaby school district,"Orologio, Assunta M. Teacher",,75574,31,2020/2021,School districts
Burnaby school district,"Der, Matthew",Teacher,75580,0,2020/2021,School districts
Burnaby school district,"Siu, Deborah L",Teacher,75602,0,2020/2021,School districts
Burnaby school district,"Lapierre, Jonathan D",Teacher,75635,75,2020/2021,School districts
Burnaby school district,"Lam, Jenny J",Teacher,75648,40,2020/2021,School districts
Burnaby school district,"Barker, Jennifer M.",Teacher,75729,0,2020/2021,School districts
Burnaby school district,"Driedger, Katarzyna Kasia",Teacher,75774,100,2020/2021,School districts
Burnaby school district,"Milovanovic, Zorica A Comm Educ Teacher",,75790,0,2020/2021,School districts
Burnaby school district,"Philley, Melissa",Teacher,75838,1638,2020/2021,School districts
Burnaby school district,"Liem, Pamela",Teacher,75860,0,2020/2021,School districts
Burnaby school district,"Lang, Stephanie",Teacher,75867,693,2020/2021,School districts
Burnaby school district,"Kane, Paul Christophe",Teacher,75940,0,2020/2021,School districts
Burnaby school district,"Ivaz, David L.",Teacher,75956,0,2020/2021,School districts
Burnaby school district,"Sherwood, Shelley",Teacher,75997,0,2020/2021,School districts
Burnaby school district,"Alexander, Sarah Helena",Teacher,76062,0,2020/2021,School districts
Burnaby school district,"Grams, Richard",Carpenter  Casual,76076,2969,2020/2021,School districts
Burnaby school district,"Kostecki, Marek",Electrician,76083,542,2020/2021,School districts
Burnaby school district,"Agnew, Charlene M.",Teacher,76091,165,2020/2021,School districts
Burnaby school district,"Blaeser, David Nabil",Teacher,76102,159,2020/2021,School districts
Burnaby school district,"Cowan, Regan Kareen",Teacher,76102,0,2020/2021,School districts
Burnaby school district,"Trasolini, Lianne R",Teacher,76165,540,2020/2021,School districts
Burnaby school district,"Li, Yi",Teacher,76179,379,2020/2021,School districts
Burnaby school district,"Tung, Angel",Teacher,76208,562,2020/2021,School districts
Burnaby school district,"Zanatta, Michael T",Teacher,76354,94,2020/2021,School districts
Burnaby school district,"Bell, Steve",Teacher,76506,0,2020/2021,School districts
Burnaby school district,"Thompson, Tristan N",Teacher,76520,0,2020/2021,School districts
Burnaby school district,"Dairon, Jacqueline","Manager, Financial Services",76552,907,2020/2021,School districts
Burnaby school district,"Kang, Kim Ramanjit",Comm Educ Teacher,76556,0,2020/2021,School districts
Burnaby school district,"Hemingway, Amanda E.",Teacher,76566,0,2020/2021,School districts
Burnaby school district,"Smith, Steve L",Teacher,76572,40,2020/2021,School districts
Burnaby school district,"Castrillon, Patricia",Comm Educ Teacher,76584,11,2020/2021,School districts
Burnaby school district,"Silvestre, Nicole",Human Resources Advisor,76598,635,2020/2021,School districts
Burnaby school district,"May, Jaclyn N. Teacher",,76654,16,2020/2021,School districts
Burnaby school district,"Miletich, Jason Robert Plumber",,76678,415,2020/2021,School districts
Burnaby school district,"Schram, Stephen J",Teacher,76683,610,2020/2021,School districts
Burnaby school district,"Montague, Rachel L.",Teacher,76727,196,2020/2021,School districts
Burnaby school district,"Tonn, Richard James",Trades Foreman,76751,226,2020/2021,School districts
Burnaby school district,"Campbell, Georgia",Dept Head Large,76838,152,2020/2021,School districts
Burnaby school district,"Kamber, Micheline",Teacher,76861,50,2020/2021,School districts
Burnaby school district,"Spence, Mairi",Teacher,76881,0,2020/2021,School districts
Burnaby school district,"Kublick, I. Jane",Teacher,76891,0,2020/2021,School districts
Burnaby school district,"Wong, Adrian",Teacher,76891,0,2020/2021,School districts
Burnaby school district,"Wrinkle, Barbara",Teacher,76891,0,2020/2021,School districts
Burnaby school district,"Trask, Todd P",Teacher,76891,0,2020/2021,School districts
Burnaby school district,"Mosher, Andrew",Teacher,76891,0,2020/2021,School districts
Burnaby school district,"Davis, Venus",Teacher,76912,0,2020/2021,School districts
Burnaby school district,"Hinestrosa, Samantha A.",Teacher,76912,0,2020/2021,School districts
Burnaby school district,"Woodside, Sandra",Teacher,76922,784,2020/2021,School districts
Burnaby school district,"Nowak, Heather Teacher",,76922,116,2020/2021,School districts
Burnaby school district,"Maloney, Deborah D",Teacher,76923,1424,2020/2021,School districts
Burnaby school district,"Suh, Tamara",Teacher,76924,187,2020/2021,School districts
Burnaby school district,"Camara, Tina",Teacher,76925,471,2020/2021,School districts
Burnaby school district,"Feretos, Vassiliki I",Teacher,76925,0,2020/2021,School districts
Burnaby school district,"Poldrugo, Jaime M",Teacher,76925,31,2020/2021,School districts
Burnaby school district,"Zanette, Amanda",Teacher,76925,0,2020/2021,School districts
Burnaby school district,"Yanko, Matthew",Teacher,76942,0,2020/2021,School districts
Burnaby school district,"Carter, Deborah",Teacher,76967,1435,2020/2021,School districts
Burnaby school district,"Tazumi, Pamela L",Teacher,76975,0,2020/2021,School districts
Burnaby school district,"Clutton, Andrea",Teacher,76975,99,2020/2021,School districts
Burnaby school district,"Lai, Margaret",Teacher,76975,0,2020/2021,School districts
Burnaby school district,"Palmer, Wendi E. Teacher",,77009,0,2020/2021,School districts
Burnaby school district,"Singh, Laura Michiko",Teacher,77010,0,2020/2021,School districts
Burnaby school district,"PastoraGomez, Griselda Teacher",,77088,60,2020/2021,School districts
Burnaby school district,"SukhinaVolkova, Iuliia",Teacher,77160,587,2020/2021,School districts
Burnaby school district,"Look, Justin",Teacher,77202,0,2020/2021,School districts
Burnaby school district,"Van Essen, Sandra L.",Teacher,77230,112,2020/2021,School districts
Burnaby school district,"Melatini, Jennifer May Teacher",,77230,99,2020/2021,School districts
Burnaby school district,"Finlayson, Philip D",Teacher,77271,195,2020/2021,School districts
Burnaby school district,"Englar, Laura",Teacher,77272,0,2020/2021,School districts
Burnaby school district,"Arora, Bavandeep Singh",Teacher,77298,0,2020/2021,School districts
Burnaby school district,"Singh, Irene",Teacher,77375,0,2020/2021,School districts
Burnaby school district,"Saloustros, Antonios",Painter Foreman,77383,170,2020/2021,School districts
Burnaby school district,"RobinsonHowey, Dawn",Teacher,77405,858,2020/2021,School districts
Burnaby school district,"Girn, Kelly",Teacher,77477,0,2020/2021,School districts
Burnaby school district,"Turpin, Sarah I",Teacher,77497,0,2020/2021,School districts
Burnaby school district,"Bosello, Leah M.",Dept Head Small,77503,763,2020/2021,School districts
Burnaby school district,"Hendry, Graham R.",Teacher,77545,161,2020/2021,School districts
Burnaby school district,"Wakeling, Alexandra",Teacher,77574,75,2020/2021,School districts
Burnaby school district,"Maharaj, Doreen",Comm Ed Ece Instructor,77752,0,2020/2021,School districts
Burnaby school district,"Hintersteininger, Kathryn E.",Teacher,77790,201,2020/2021,School districts
Burnaby school district,"Ko, Eman Yee Man",Teacher,77805,0,2020/2021,School districts
Burnaby school district,"Sekulovich, George",Comm Educ Teacher,77817,88,2020/2021,School districts
Burnaby school district,"Sastry, Anil",Teacher,77888,0,2020/2021,School districts
Burnaby school district,"Vlacil, Andrej",Teacher,77888,0,2020/2021,School districts
Burnaby school district,"Lee, Albert ManHo",Network Suppt Technician,77892,259,2020/2021,School districts
Burnaby school district,"Cawker, Martina L.",Teacher,77915,1806,2020/2021,School districts
Burnaby school district,"Kazuta, Deniece L",Teacher,77943,0,2020/2021,School districts
Burnaby school district,"Modica Amore, Sergio",Teacher,78028,259,2020/2021,School districts
Burnaby school district,"Chim, ChuiFong",Teacher,78093,0,2020/2021,School districts
Burnaby school district,"Park, Ka Young (Lisa) Teacher",,78112,0,2020/2021,School districts
Burnaby school district,"Dann Arvidson, Cristina",Teacher,78119,200,2020/2021,School districts
Burnaby school district,"Cheung, Elizabeth Sarah",Teacher,78224,0,2020/2021,School districts
Burnaby school district,"Hosford, Katherine",Dept Head Small,78249,92,2020/2021,School districts
Burnaby school district,"Vaughan, Jessica L.",Teacher,78267,253,2020/2021,School districts
Burnaby school district,"Chan, Johnson",Network Suppt Technician,78280,67,2020/2021,School districts
Burnaby school district,"Leclerc, Benny Raymond",Grounds Foreman,78291,0,2020/2021,School districts
Burnaby school district,"Schafer, Tara J",Teacher,78429,0,2020/2021,School districts
Burnaby school district,"Lal, Shirley A.",Dept Head Large,78430,756,2020/2021,School districts
Burnaby school district,"Raie, Brian",Network Suppt Technician,78448,1160,2020/2021,School districts
Burnaby school district,"Parkes, Heather Teacher",,78566,0,2020/2021,School districts
Burnaby school district,"Van Balkom, Michelle L.",Program Consultant,78593,189,2020/2021,School districts
Burnaby school district,"Davidson, Miyuki",Teacher,78611,88,2020/2021,School districts
Burnaby school district,"Sitar, Tatiana",Teacher,78637,763,2020/2021,School districts
Burnaby school district,"Ng, Juliano",Teacher,78641,68,2020/2021,School districts
Burnaby school district,"Svoboda Zeidaks, Daina M",Teacher,78681,0,2020/2021,School districts
Burnaby school district,"Hylton, Christine",Teacher,78729,0,2020/2021,School districts
Burnaby school district,"Clift, Adrian M.",Teacher,78798,154,2020/2021,School districts
Burnaby school district,"Westinghouse, Rosa M",Teacher,78824,0,2020/2021,School districts
Burnaby school district,"James, Marie A",Teacher,78841,240,2020/2021,School districts
Burnaby school district,"Rosberg, Karen",Comm Ed Ece Instructor,78896,234,2020/2021,School districts
Burnaby school district,"Halvorsen, Nicolle",Teacher,78905,0,2020/2021,School districts
Burnaby school district,"Geddes, Aja Yanique",Teacher,78908,0,2020/2021,School districts
Burnaby school district,"Kim, Daniel",Teacher,78988,35,2020/2021,School districts
Burnaby school district,"Foidart, Jennifer(Paige)",Teacher S.U.B. Plan,79013,0,2020/2021,School districts
Burnaby school district,"Yip, Mandy",Teacher,79013,189,2020/2021,School districts
Burnaby school district,"Segas, Astrid",Teacher,79013,0,2020/2021,School districts
Burnaby school district,"Grippo, Christine",Teacher,79111,115,2020/2021,School districts
Burnaby school district,"Smolar, Leah S",Teacher,79153,0,2020/2021,School districts
Burnaby school district,"Parks, Stephanie Teacher",,79198,0,2020/2021,School districts
Burnaby school district,"Ma, Gang",Network Suppt Technician,79292,1462,2020/2021,School districts
Burnaby school district,"Hunter, Grady",Teacher,79333,0,2020/2021,School districts
Burnaby school district,"Grevstad, Gillian",Teacher,79343,1700,2020/2021,School districts
Burnaby school district,"Mclaughlin, Risa Allison Teacher",,79362,0,2020/2021,School districts
Burnaby school district,"Cook, Min Jeong",Teacher,79492,0,2020/2021,School districts
Burnaby school district,"Svetic, Andrea",Teacher,79583,0,2020/2021,School districts
Burnaby school district,"Luo, Nancy W.",Teacher,79588,0,2020/2021,School districts
Burnaby school district,"Bourne, Christine M",Teacher,79614,305,2020/2021,School districts
Burnaby school district,"Tang, Wei (Candy)",Network Suppt Technician,79648,1719,2020/2021,School districts
Burnaby school district,"Price, Arthur",Teacher,79656,0,2020/2021,School districts
Burnaby school district,"Mclaughlin, Robert Teacher",,79734,0,2020/2021,School districts
Burnaby school district,"Dunse, Bryan",Teacher,79739,374,2020/2021,School districts
Burnaby school district,"Shellard, Kelly",Teacher,79787,0,2020/2021,School districts
Burnaby school district,"Avram, Augusta E",Comm Educ Teacher,79801,274,2020/2021,School districts
Burnaby school district,"Mcneilly, Mark W Teacher",,79870,0,2020/2021,School districts
Burnaby school district,"Pomeroy, Natasha",Teacher,79929,144,2020/2021,School districts
Burnaby school district,"Dyczkowski, Celina S.",Teacher,79962,0,2020/2021,School districts
Burnaby school district,"Jung, Gregory",Teacher,80093,0,2020/2021,School districts
Burnaby school district,"Dunnett, Jaclyn",Elem Head Teacher,80228,53,2020/2021,School districts
Burnaby school district,"Hersog, Daniel",Teacher,80230,0,2020/2021,School districts
Burnaby school district,"Grant, Din R",Teacher,80267,0,2020/2021,School districts
Burnaby school district,"Smith, Barbara A.",Teacher,80269,0,2020/2021,School districts
Burnaby school district,"Prasad, Shanee",Teacher,80271,210,2020/2021,School districts
Burnaby school district,"Tayob, Yasmin",Teacher,80349,203,2020/2021,School districts
Burnaby school district,"Potvin, Kevin",Teacher,80429,167,2020/2021,School districts
Burnaby school district,"Street, Nancy H.",Teacher,80621,0,2020/2021,School districts
Burnaby school district,"Deo, Kathleen",Teacher,80648,0,2020/2021,School districts
Burnaby school district,"Kim, Jung Ryang",Team Lead  Client Services,80648,287,2020/2021,School districts
Burnaby school district,"Handa, Valerie",Teacher,80664,0,2020/2021,School districts
Burnaby school district,"Exume, Tanguy",Teacher,80668,150,2020/2021,School districts
Burnaby school district,"Clinton, Katherine J",Teacher,80732,0,2020/2021,School districts
Burnaby school district,"Drake, Jodi L",Dept Head Large,80732,151,2020/2021,School districts
Burnaby school district,"Boychuk, Darren W.K.",Teacher,80755,0,2020/2021,School districts
Burnaby school district,"Orlando, Patricia Teacher",,80821,0,2020/2021,School districts
Burnaby school district,"Li, Joe",Teacher,81019,70,2020/2021,School districts
Burnaby school district,"Wirick, Tammy A",Teacher,81063,49,2020/2021,School districts
Burnaby school district,"Dosanjh, Ravneet",Senior Hr Resources Advisor,81100,1001,2020/2021,School districts
Burnaby school district,"Emerson, Grae H",Human Resources Advisor,81100,31,2020/2021,School districts
