Agency,Name,Position,Remuneration,Expenses,Year,Sector
Provincial government,"Dunlop, Heather",Dir Ministry Priv & Compliance,103715,NA,,Government
Provincial government,"Dunlop, Jamieson",Diversity and Inclusion Lead,91686,NA,,Government
Provincial government,"Dunn, Colin",Client Services Manager,84184,NA,,Government
Provincial government,"Dunn, Jonathan",Project Manager,95409,NA,,Government
Provincial government,"Dunne, Nicholas",Auditor - Nanaimo,76605,NA,,Government
Provincial government,"Dunsdon, Kelly",Sr Policy and Legal Analyst,88177,NA,,Government
Provincial government,"Duong-Aihara, Lina",Revenue Serv. Transition Proj.,100124,NA,,Government
Provincial government,"Duplissie, Danielle Norma",Project Director,106000,NA,,Government
Provincial government,"Dupont, Andrea",Child Protection Social Worker,90239,NA,,Government
Provincial government,"Dupuis, Luke",Sr Info Privacy Analyst,83140,NA,,Government
Provincial government,"Dupuis, Matthew",Bridge Construction Supervisor,97163,NA,,Government
Provincial government,"Durand, Kelly Maureen",Executive Director of Service,109753,NA,,Government
Provincial government,"Durigon, Franco G",Sr. Intelligence Officer,76154,NA,,Government
Provincial government,"Dusterhoft, Carrie","Dir, Res Univ & Inst Policy",97658,NA,,Government
Provincial government,"Dustin, Clark J",Correctional Supervisor,85726,NA,,Government
Provincial government,"DuTemple, Theresa Y",Warden,122837,NA,,Government
Provincial government,"Duthie, Beverly","Manager, Public Alerting",76074,NA,,Government
Provincial government,"Duthie-holt, Marnie",Regional Entomologist,76707,NA,,Government
Provincial government,"Dutkewich, Jeff",Correction Serv 18 ADLT CUST,76146,NA,,Government
Provincial government,"Dutt, Julie",Outreach Clinician,89139,NA,,Government
Provincial government,"Dutt, Shyla","Mgr., Learning and Development",85381,NA,,Government
Provincial government,"Dutton, Jennifer Alexander",Legal Counsel,156143,NA,,Government
Provincial government,"Duyndam, James G.",Senior Technical Analyst,84638,NA,,Government
Provincial government,"Dworkin, Sandra L",Crown Counsel Level 3,156100,NA,,Government
Provincial government,"Dwornik, Lauren","Manager, HR Advisory Services",91197,NA,,Government
Provincial government,"Dwyer, Anne N","Mgr, Compliance & Op Improv",99603,NA,,Government
Provincial government,"Dwyer, Brandon",Sr Policy & Bus Perform Anlst,77991,NA,,Government
Provincial government,"Dwyer, Nancy M",Child & Family Dev Consultant,78218,NA,,Government
Provincial government,"Dyas, Morgan",Senior Policy Analyst,76707,NA,,Government
Provincial government,"Dyck, Heinz",Chief Negotiator Coast Region,143199,NA,,Government
Provincial government,"Dyck, Jennifer",Crown Counsel Level 2,158462,NA,,Government
Provincial government,"Dyck, Ronald Murray",Team Leader Fam & Youth Servic,106479,NA,,Government
Provincial government,"Dye, Carrie Susanne","Director, Client Relations",90727,NA,,Government
Provincial government,"Dye, Jamey",Aboriginal CYMH Clinician,76940,NA,,Government
Provincial government,"Dyer, Mark",Prevention Specialist,91858,NA,,Government
Provincial government,"Dyer, Tim",Regional Project Manager,80902,NA,,Government
Provincial government,"Dykstra, Pamela","Research Leader,Forest Ecology",81759,NA,,Government
Provincial government,"Dyler, Megan N",Crown Counsel,120467,NA,,Government
Provincial government,"Dyment, D Jeffrey",Crown Counsel,187710,NA,,Government
Provincial government,"Dymond, Caren",Research Carbon & Climate Cng,90048,NA,,Government
Provincial government,"Dyrda, Kathryn",Sr. 1st Nations Policy Advisor,78847,NA,,Government
Provincial government,"Dzugas, Peter",Ministry Representative,147616,NA,,Government
Provincial government,"Eades, Jonathan",Legal Counsel,225013,NA,,Government
Provincial government,"Eagle, Elanna","Director, Strategy & Support",80164,NA,,Government
Provincial government,"Eagles, Alexis",Business & Leadership Coach,76258,NA,,Government
Provincial government,"Eagles, Beth",Resource Manager,95484,NA,,Government
Provincial government,"Eames, Carmel Lisa",Legal Counsel,169368,NA,,Government
Provincial government,"Earl, Robert William",Child Protection Worker,76822,NA,,Government
Provincial government,"Earle, Ryan",FIeld Services Assistant,80023,NA,,Government
Provincial government,"Early, Reed",Senior Performance Auditor,84900,NA,,Government
Provincial government,"Eason, Jeannette",Executive Director,108173,NA,,Government
Provincial government,"Easson, Keith",Correction Serv 18 ADLT CUST,113220,NA,,Government
Provincial government,"Easthope, Kevin D",Wildfire Technician,78817,NA,,Government
Provincial government,"Eastman, Ann",Legislative Advisor,80882,NA,,Government
Provincial government,"Easton, Dorothy",Investigator Analyst,76286,NA,,Government
Provincial government,"Easton, Stewart",Project Manager,79934,NA,,Government
Provincial government,"Eastwood, Catharine",Business Analyst,77369,NA,,Government
Provincial government,"Easwaran, Rajkumar","Manager, PM Office",82485,NA,,Government
Provincial government,"Easy, Melvin D",Wildfire Technician,100600,NA,,Government
Provincial government,"Eaton, Kirk",Exec Director Capital Services,125424,NA,,Government
Provincial government,"Eaton, Laura",Regional Corporate Serv Mgr,78995,NA,,Government
Provincial government,"Eaton, Paul",Wildfire Officer,93759,NA,,Government
Provincial government,"Eaton, Shelley Louise",Service Desk Analyst,76278,NA,,Government
Provincial government,"Ebata, Tim M",Forest Health Officer,91961,NA,,Government
Provincial government,"Ebdon, Nicola","Manager, Nursing Services",84060,NA,,Government
Provincial government,"Ebenal, Daniel",Sr. Infrastructure Architect,92164,NA,,Government
Provincial government,"Ebenal, Rodney J",Privacy Architect,84639,NA,,Government
Provincial government,"Eberle, Hubert",District Manager,114469,NA,,Government
Provincial government,"Eberle, Janice Patricia",Team Leader/I&I Team PG1,87257,NA,,Government
Provincial government,"Eburne, Samantha",Director,104084,NA,,Government
Provincial government,"Eby, Chelsea",Licensed Sc Off Other 2,75001,NA,,Government
Provincial government,"Echols, Jeffrey Brian",Legal Counsel,184968,NA,,Government
Provincial government,"Eckardt, Dana R","Director, Executive Operations",105842,NA,,Government
Provincial government,"Eckert, Andrew",Recreation Services Specialist,79300,NA,,Government
Provincial government,"Edgar, David D",Trans Planning Engineer,89767,NA,,Government
Provincial government,"Edgar, S Terrie",Corrections Supervisor,86867,NA,,Government
Provincial government,"Edison, Theresa","Team Lead, Audit Operations",84807,NA,,Government
Provincial government,"Edmonds, Amy",Auditor,88843,NA,,Government
Provincial government,"Edmondson, David B","Local Manager, Medium",90380,NA,,Government
Provincial government,"Edmondson, Marijke","Exec Dir,Gov&Structure Branch",107812,NA,,Government
Provincial government,"Edney, George",Timber Sales Manager,103752,NA,,Government
Provincial government,"Edquist, Kevin",Exec Dir Integr Resource Oper,119844,NA,,Government
Provincial government,"Edwards, Elizabeth Anne Marie",Dispute Resolution Consultant,78786,NA,,Government
Provincial government,"Edwards, Geraldine A.",FOI Team Lead,88079,NA,,Government
Provincial government,"Edwards, Joanne",Prov Drinking Water Officer,91369,NA,,Government
Provincial government,"Edwards, Jonathan",Arbitrator,79703,NA,,Government
Provincial government,"Edwards, Karen",Asst Charge Nurse,92335,NA,,Government
Provincial government,"Edwards, Liam",Executive Director,124625,NA,,Government
Provincial government,"Edwards, Richard",Team Leader Cent. Screening,93677,NA,,Government
Provincial government,"Edwards, Ronald McBride",Admin Crown Counsel,185183,NA,,Government
Provincial government,"Edwards, Tracey",Director Client Operations,111243,NA,,Government
Provincial government,"Edwardson, Jamie",Executive Director,120235,NA,,Government
Provincial government,"Eftodie, Paul A.",Field Services Assistant,75900,NA,,Government
Provincial government,"Egan, Lawrence A",Psychiatric Nurse,78407,NA,,Government
Provincial government,"Eggleston, Darcy Gerald","Supt, Vancouver Island Region",105404,NA,,Government
Provincial government,"Eggleston, Stephen",Senior Rulings Analyst,82018,NA,,Government
Provincial government,"Egilson, Michael H","Dir&Chair, Chld Dth Review Unt",101691,NA,,Government
Provincial government,"Egyed, Elizabeth Jennie",Team Leader,83410,NA,,Government
Provincial government,"Eichenberger, Kathy L","Ex. Dir, Columbia River Treaty",136503,NA,,Government
Provincial government,"Eichenberger, Nicole",Child Protection Worker,75285,NA,,Government
Provincial government,"Eichstadter, Daniel",Conservation Officer,83014,NA,,Government
Provincial government,"Eikeland, Nicola Maren",Team Leader,84287,NA,,Government
Provincial government,"Eisler, Shelley Diane",Dir Of Planning & Performance,106373,NA,,Government
Provincial government,"Ekelund, Dale Jason",Debt Analyst,83032,NA,,Government
Provincial government,"El Hoummadi, Rida",Deputy Sheriff,82941,NA,,Government
Provincial government,"Elbahir, Cindy","Mgr, Central Agency Operations",97823,NA,,Government
Provincial government,"Elden, Tracey",Team Leader,94414,NA,,Government
Provincial government,"Elder, Kathryn A",Executive Director,120977,NA,,Government
Provincial government,"Elderfield, Andrew",ED Data Mgmt & Stewardship,119170,NA,,Government
Provincial government,"Elderfield, Maria Charito","Dir, Strategic Human Resources",107892,NA,,Government
Provincial government,"Elduayen, Carmen",Director of Operations,94765,NA,,Government
Provincial government,"Elgie, Damon",Team Leader,115393,NA,,Government
Provincial government,"Eliason, Jennifer",Senior Planner,89688,NA,,Government
Provincial government,"Elieff, Ivan",Supervising Legal Counsel,201735,NA,,Government
Provincial government,"Elke, Wayne D",Highway Design Supervisor,79398,NA,,Government
Provincial government,"Ell, Adam",Intermediate Tech Analyst,76784,NA,,Government
Provincial government,"Ell, David","Director, TechnicalStewardship",106611,NA,,Government
Provincial government,"Elley, John",Investigator,93966,NA,,Government
Provincial government,"Elliot, Nancy Joan",Rangeland Analyst,81886,NA,,Government
Provincial government,"Elliot, Nathan",Compliance Auditor,85500,NA,,Government
Provincial government,"Elliot, Neal",Dispute Resolution Consultant,79398,NA,,Government
Provincial government,"Elliott, Catriona",Legal Counsel Level 3,116295,NA,,Government
Provincial government,"Elliott, Laura","Director, Canada/BC Job Grant",82797,NA,,Government
Provincial government,"Elliott, Richard","ExecDir, Tenures & Engineering",114382,NA,,Government
Provincial government,"Elliott, Ruth",Guardianship Worker,93135,NA,,Government
Provincial government,"Elliott, Shannon L","Team Leader, Youth Probation",86924,NA,,Government
Provincial government,"Elliott, Susanne",Legal Counsel Level 3A,186656,NA,,Government
Provincial government,"Ellis, Bryan",Asst Dep Warden-Offender Mgmt,94431,NA,,Government
Provincial government,"Ellis, Elisabeth",Director Strategic Fisc Policy,112062,NA,,Government
Provincial government,"Ellis, Jesse",Fire Weather Forecaster,99856,NA,,Government
Provincial government,"Ellis, Rose","Exec Director, MELS",130695,NA,,Government
Provincial government,"Ellison, Kim",CYMH Clinician,77914,NA,,Government
Provincial government,"Ellsay, Richard L",Crown Counsel,185183,NA,,Government
Provincial government,"Elmauer, Kai U",Sr. Policy & Ops. Analyst,79466,NA,,Government
Provincial government,"Elsliger, Emily",Sr Lic Author Spec - Water,75918,NA,,Government
Provincial government,"Elson, Jody",Executive Director,123720,NA,,Government
Provincial government,"Emery, Alison",Service Design Specialist,77370,NA,,Government
Provincial government,"Emery, Steven",Exec. Dir. Prop. Taxation Br.,121197,NA,,Government
Provincial government,"Emler, Paul",Technical Architect,84366,NA,,Government
Provincial government,"Emmett, Paul",Fire Weather Forecaster,100574,NA,,Government
Provincial government,"Emo, William",Superintendent Public Works,107429,NA,,Government
Provincial government,"Emslie, Graham","Manager, Strategic Operations",83336,NA,,Government
Provincial government,"Emslie, Margaret","Director, Substance Use",84918,NA,,Government
Provincial government,"Enemark, P Gordon",Housing Secretariat Exec Dir,126233,NA,,Government
Provincial government,"Eng, Cindy-Anne","Mgr, Performance Measure & BI",78389,NA,,Government
Provincial government,"Eng, Emily","Director, Opportunity Developm",88418,NA,,Government
Provincial government,"Engbrecht, Allison",Employers' Adviser,89164,NA,,Government
Provincial government,"Engel, Andrew Paul",Asst District CVSE Mgr,75554,NA,,Government
Provincial government,"Engels, Greg",Regulatory Engineer,89802,NA,,Government
Provincial government,"Engels, Simone",Licensed Section Head,87690,NA,,Government
Provincial government,"England, Willa","Manager, Nursing Services",89444,NA,,Government
Provincial government,"Engleder, Christal",Senior Program Manager,88461,NA,,Government
Provincial government,"Englund, Darren D",Senior Project Manager,91284,NA,,Government
Provincial government,"Enick, Oana Violeta",Env. Protection Officer,78058,NA,,Government
Provincial government,"Enns, Paul T","Team Leader, C&Y Mental Health",87119,NA,,Government
Provincial government,"Enockson, Belinda",Correctional Supervisor - IOM,80951,NA,,Government
Provincial government,"Enockson, Justin",Assistant Deputy Warden,94960,NA,,Government
Provincial government,"Ens, Chris",Land Information Specialist,79398,NA,,Government
Provincial government,"Enthoven, Sacha C",Advocate,80102,NA,,Government
Provincial government,"Epp, Connie M",Adoptions/Permanency Mgr,81673,NA,,Government
Provincial government,"Epp, Michael",Water Policy Advisor,83414,NA,,Government
Provincial government,"Epps, Brian D","Sr. Reg. Sp., Water & Dike Saf",79398,NA,,Government
Provincial government,"Epps, Debbie N",Section Head Environ Quality,92412,NA,,Government
Provincial government,"Epton, Vanessa",Senior Probation Officer,81625,NA,,Government
Provincial government,"Erasmus, Janet",Legislative Counsel,225013,NA,,Government
Provincial government,"Erfani, Neda",Correction Serv 18 ADLT CUST,94712,NA,,Government
Provincial government,"Erickson, Carol Ann","Director, Client Services",102491,NA,,Government
Provincial government,"Erickson, Jennifer","Dir, Workforce Initiatives",117875,NA,,Government
Provincial government,"Erickson, Kari Lee","Manager, Registry Operations",81795,NA,,Government
Provincial government,"Erickson, Kyle Thomas",Senior Youth Supervisor,81505,NA,,Government
Provincial government,"Erridge, Michelle",Director of Operations,93006,NA,,Government
Provincial government,"Erwin, William Corey",Director Ecosystem Information,101940,NA,,Government
Provincial government,"Esau, Kim",Mental Health Clinician,77132,NA,,Government
Provincial government,"Eskelin, Kevin","Regional Mgr, Rec Sites&Trails",95565,NA,,Government
Provincial government,"Esposito, Anthony","Manager, Remedial Programs",87523,NA,,Government
Provincial government,"Estiverne, Bethany","Director, Strategic Projects",88385,NA,,Government
Provincial government,"Estlin, Murray",Stewardship Forester,78864,NA,,Government
Provincial government,"Etindele, Robert","Team Leader, Resources",81195,NA,,Government
Provincial government,"Etineh, Macdonald Omonigho",Correctional Supervisor,135628,NA,,Government
Provincial government,"Evangelista, Cedric",Rockwork Project Manager,79398,NA,,Government
Provincial government,"Evanoff, Ryan",Manager Development Approvals,92954,NA,,Government
Provincial government,"Evans Locker, Ann","Sr Manager, Stakeholder Rel",86678,NA,,Government
Provincial government,"Evans, Blake",Mgr Provincial Field Serv (Pav,99008,NA,,Government
Provincial government,"Evans, Helen D",Regional Project Manager,79398,NA,,Government
Provincial government,"Evans, Jay",Sr Plan. & Performance Analyst,80889,NA,,Government
Provincial government,"Evans, Keith Donald",Legal Counsel,136667,NA,,Government
Provincial government,"Evans, Lee",Operations Manager,87746,NA,,Government
Provincial government,"Evans, Margaret L Peggy","Mgr, Risk Assessment & Remed",105497,NA,,Government
Provincial government,"Evans, Michelle M","Snr Mgr, Rehab & Construction",100249,NA,,Government
Provincial government,"Evans, Mylisa Charlene",Team Leader,79962,NA,,Government
Provincial government,"Evans, Philip",Senior Policy Analyst,82018,NA,,Government
Provincial government,"Evans, Todd Robert",Senior Database Administrator,90864,NA,,Government
Provincial government,"Evdokimoff, Denise",Project Director,103566,NA,,Government
Provincial government,"Eve, Donelda K","Manager, Healthy Aging",92924,NA,,Government
Provincial government,"Evensen, Heidi I.",Senior Geotechnical Engineer,100975,NA,,Government
Provincial government,"Everett, Kirsten",Dir STIBBI & Infection Control,88027,NA,,Government
Provincial government,"Everitt, Neva",FOI Team Lead,79312,NA,,Government
Provincial government,"Evers, David C",Staff Sergeant,81912,NA,,Government
Provincial government,"Evoy, Clayton T",BTA Security,93526,NA,,Government
Provincial government,"Ewan, Ken",Mgr (TDO),79450,NA,,Government
Provincial government,"Ewanyshyn, Ron",Provincial Duty Manager,81580,NA,,Government
Provincial government,"Ewart, Erin",Sr Prov Mental Health Consult,81676,NA,,Government
Provincial government,"Ewasiuk, Christina J",Regional Manager,95926,NA,,Government
Provincial government,"Ewing, Patrick Rendell","Director, Fiscal Arrangements",100252,NA,,Government
Provincial government,"Ewing, Rebecca J",Dir Economic Services Branch,109150,NA,,Government
Provincial government,"Eyers, Dylan","Parks&Protected Areas, Sec Hd",86232,NA,,Government
Provincial government,"Eyles, Tracey",Advocate,83340,NA,,Government
Provincial government,"Ezomo, Osaro",Services Manager,77008,NA,,Government
Provincial government,"Fabian, Michael Clifford",Senior Medical Consultant,222007,NA,,Government
Provincial government,"Fabrikov, Andriy",Marine & Safety Compliance Off,75706,NA,,Government
Provincial government,"Fahrni, Ross Harrison",Crown Counsel,192487,NA,,Government
Provincial government,"Fairbairn, Joel","ED, Strategic Pol&Legislation",132781,NA,,Government
Provincial government,"Fairbrother, Kate",Legal Counsel,101761,NA,,Government
Provincial government,"Fairweather, Karen",Sr Env Protection Officer,82895,NA,,Government
Provincial government,"Fairweather, Ronald",Registration Investigator,76843,NA,,Government
Provincial government,"Falcao, Tony",Deputy Fire Centre Manager,100558,NA,,Government
Provincial government,"Falco Cabos, Agustin Javier",Senior Technical Advisor,75102,NA,,Government
Provincial government,"Falconer, Mary",Legal Counsel,184968,NA,,Government
Provincial government,"Faller, Warren A",Classf'n Appeals Specialist,97295,NA,,Government
Provincial government,"Falloon, Lisa",Crown Counsel,153596,NA,,Government
Provincial government,"Fallows, Norm J",Sect Head Environ Emer Prog Op,109425,NA,,Government
Provincial government,"Falohun, Paul","Sr Security Analyst, Strategic",84638,NA,,Government
Provincial government,"Famili, Mehran",Sr. Probation Officer,80393,NA,,Government
Provincial government,"Fan, Kuan",Dev Ops Specialist,77543,NA,,Government
Provincial government,"Fan, Ying",Sr. Income Tax Specialist,82018,NA,,Government
Provincial government,"Fang, Jane","Exec Director,Service Delivery",101990,NA,,Government
Provincial government,"Fang, Joash",Legal Counsel,94006,NA,,Government
Provincial government,"Fanshaw, Jason A",Team Leader - Youth Probation,86237,NA,,Government
Provincial government,"Faria, Maria Alejandra",Cumulative Effects Asmt Spec,77244,NA,,Government
Provincial government,"Farish, Kelly",Legal Counsel,127846,NA,,Government
Provincial government,"Farmer, Elena","District Mgr, Transportation",93102,NA,,Government
Provincial government,"Farmer, Patrick",Sr. Lic Auth Officer,84535,NA,,Government
Provincial government,"Farnden, Gary",Chief Bridge Engineer,111791,NA,,Government
Provincial government,"Farnsworth, Debbie",Child Protection Worker,77137,NA,,Government
Provincial government,"Farrar, David H","Mgr, Operational Supp & Dev",94424,NA,,Government
Provincial government,"Farrell, Casey",Project Manager,97792,NA,,Government
Provincial government,"Farrell, Ryan",Technical Analyst,80041,NA,,Government
Provincial government,"Farthing Nichol, Leon",Correction Serv 18 ADLT CUST,83796,NA,,Government
Provincial government,"Farwell, Brian R","Manager, FrontCounter BC",91493,NA,,Government
Provincial government,"Fass, Tim J",Correctional Supervisor,89676,NA,,Government
Provincial government,"Fassina, Mark","Director, Partnerships",106483,NA,,Government
Provincial government,"Fast, Chad E.","Sr Inspector, Training&Recruit",87697,NA,,Government
Provincial government,"Fast, Christine","Director, Employment Opportuni",98343,NA,,Government
Provincial government,"Fast, Katherine",Legal Counsel Level 3,155857,NA,,Government
Provincial government,"Fast, Nicholas",Senior Authorizations Technici,76249,NA,,Government
Provincial government,"Fatt, Frederick F.",Crown Counsel Level 3,121957,NA,,Government
Provincial government,"Faubert, Reginald Paul",Mgr Air/Marine & Rail Policy,93346,NA,,Government
Provincial government,"Faucett, David Bradley",Dir Compliance&Enforcement,106899,NA,,Government
Provincial government,"Faulkner, Andrew",Lead Solution Domain Architect,95480,NA,,Government
Provincial government,"Faulkner, Darla",Director ECE Registry,108444,NA,,Government
Provincial government,"Fauset, Nicholas","Manager, Analytics and BI",78502,NA,,Government
Provincial government,"Faux, Dayna",Correction Serv 18 ADLT CUST,91116,NA,,Government
Provincial government,"Favell, Peter M",Crown Counsel,237921,NA,,Government
Provincial government,"Fawdrey, Kevin Scott",Deputy Sheriff,77463,NA,,Government
Provincial government,"Fawdry, Sherri L.",Team Leader,87476,NA,,Government
Provincial government,"Faykes, Debra","Mgr, Budgeting & Fin Planning",87623,NA,,Government
Provincial government,"Fazlagic, Tijana",Executive Director,130364,NA,,Government
Provincial government,"Feagan, Matthew",Timber Tenures Specialist,82627,NA,,Government
Provincial government,"Fedder, Catherine",Legal Counsel Level 3,191586,NA,,Government
Provincial government,"Fedoruk, Marni",Proj Environmental Specialist,79398,NA,,Government
Provincial government,"Fedyk, Jeffrey A",BCTS Engineering Officer,77297,NA,,Government
Provincial government,"Fehr, Debbie L","Manager, Financial Services",86413,NA,,Government
Provincial government,"Fehr, Glen",Sergeant,76916,NA,,Government
Provincial government,"Fehr, Rodney W.",Mgr Registrar of Regulations,225013,NA,,Government
Provincial government,"Fehr, Thomas S",Asst Ministry Representative,77991,NA,,Government
Provincial government,"Feinberg, Lisa",Crown Counsel,138644,NA,,Government
Provincial government,"Fekete, Gitta",FOI Team Lead,75458,NA,,Government
Provincial government,"Fekete, Warren",Sr.Compliance&Enforcement Off.,85087,NA,,Government
Provincial government,"Felbel, Meghan",Dir. Leg & Legal Support,99800,NA,,Government
Provincial government,"Feldes, Leonard L.",Resource Manager,95926,NA,,Government
Provincial government,"Feldinger, Grant",Insp of Mines - Permitting,102456,NA,,Government
Provincial government,"Feldman, Steve","Manager, PARP",92375,NA,,Government
Provincial government,"Felker, Karen",Protocol Manager,81889,NA,,Government
Provincial government,"Feltham, Sandra","Dir, Hosp & Dgnostc Analytics",98255,NA,,Government
Provincial government,"Feness, Roald Karl",Correctional Supervisor Ops,94191,NA,,Government
Provincial government,"Feng, Yanqi",Chief Psychometrician,88838,NA,,Government
Provincial government,"Fenn, Dean",BCTS Engineering Officer,75428,NA,,Government
Provincial government,"Fennell, Kipp",Sr Ad First Nations Relations,76708,NA,,Government
Provincial government,"Fennell, Martin",Sr Engineering Tech Specialist,91362,NA,,Government
Provincial government,"Fensome, Gregory J",Correctional Supervisor,85979,NA,,Government
Provincial government,"Fensome, Sidney William","Mgr, Reportable Circumstances",93210,NA,,Government
Provincial government,"Fenton, Clinton R",Operations Technologist,109081,NA,,Government
Provincial government,"Feraru, Loredana",Senior Policy Analyst,76043,NA,,Government
Provincial government,"Ferbey, Stasia",Project Assessment Officer,78486,NA,,Government
Provincial government,"Ferbey, Travis",Quaternary Geologist,89725,NA,,Government
Provincial government,"Ferdinands, Anne",Snr Corp Plan Perform Analyst,79519,NA,,Government
Provincial government,"Ferguson, Blaine","Dir, Fin & Program Planning",84136,NA,,Government
Provincial government,"Ferguson, Jeffrey",Area Manager Roads,81850,NA,,Government
Provincial government,"Ferguson, Jenifer","Deputy  Director, C & E",91641,NA,,Government
Provincial government,"Ferguson, Jeremy",Dir Workplace Tech & App Dev,95241,NA,,Government
Provincial government,"Ferguson, Jesse Albert","Prgm Mngr, Disaster Mitigation",87392,NA,,Government
Provincial government,"Ferguson, Joanna Patrycia",Crown Counsel,187710,NA,,Government
Provincial government,"Ferguson, Michael E",District Engineering Officer,79369,NA,,Government
Provincial government,"Ferguson, Scott",Vice-Chair,115583,NA,,Government
Provincial government,"Ferguson, Suzanne","Executive Director, Tourism Br",129746,NA,,Government
Provincial government,"Ferguson-Martin, Chris",Legal Counsel,112847,NA,,Government
Provincial government,"Ferlaino, Julie",Director of Operations,85872,NA,,Government
Provincial government,"Fernandes, Dulcie","Mgr, Performance Measurement",93203,NA,,Government
Provincial government,"Fernandez, Celso B.",Team Leader - Cent Screening,130277,NA,,Government
Provincial government,"Fernquist, Michael",Assist Dep Warden - Standards,84094,NA,,Government
Provincial government,"Fernyhough, Richard J",Crown Counsel,157553,NA,,Government
Provincial government,"Ferreira, Carlos J C",Sergeant,78114,NA,,Government
Provincial government,"Ferreira, Corinne","Dir, FinancialPlan&Reporting",81194,NA,,Government
Provincial government,"Ferrel, Benjamin","Dir,Policy and Stakehold Relat",86685,NA,,Government
Provincial government,"Ferri, Filippo F","Dir, Cordilleran Geoscience",114230,NA,,Government
Provincial government,"Ferrier, Robert",Senior Program Manager,87224,NA,,Government
Provincial government,"Fettes, Lesley",Licensed Section Head,87831,NA,,Government
Provincial government,"Fiala, Tony",Senior Regional Manager,100139,NA,,Government
Provincial government,"Fiddick, Brett",Reg Mgr Corp & Oper Serv,96106,NA,,Government
Provincial government,"Fiddler, Earl",Investigative Supervisor,80232,NA,,Government
Provincial government,"Fiege, Kimber-Lea",Policy & Project Analyst,75373,NA,,Government
Provincial government,"Field, Cindy",Local Manager,87458,NA,,Government
Provincial government,"Fielden, Debbie",Business Analyst,77037,NA,,Government
Provincial government,"Fielding, Lawrence Anthony",Woodlands Supervisor,82318,NA,,Government
Provincial government,"Fieltsch, Raymond",Executive Director,125709,NA,,Government
Provincial government,"Fifi, Cecile B",CYSN Generalist,78539,NA,,Government
Provincial government,"Filatow, Deepa Spaeth",Provincial Bioterrain Spec,80864,NA,,Government
Provincial government,"Filgate, Shauna L",Quality Assurance Manager,93340,NA,,Government
Provincial government,"Filiatrault, Daniel",Investigator,97905,NA,,Government
Provincial government,"Fillingham, Leslie M",Crown Counsel,201421,NA,,Government
Provincial government,"Fillo, Nadine",Child Protection Worker,75191,NA,,Government
Provincial government,"Filmer, Cameron A",Executive Director,131355,NA,,Government
Provincial government,"Findlay, Emily",Roads Engineer,84807,NA,,Government
Provincial government,"Fines, Colleen",Child Protection Worker,76628,NA,,Government
Provincial government,"Finke, Chris J.",Timber Tenures Specialist,87199,NA,,Government
Provincial government,"Finkel, Paul",Executive Director,110552,NA,,Government
Provincial government,"Finkelstein, Ben","Director, Partnerships",97769,NA,,Government
Provincial government,"Finlay, Jonathan","Area Supervisor, Boundary",88063,NA,,Government
Provincial government,"Finlayson, Siona",Business Analyst,78021,NA,,Government
Provincial government,"Finley, Keith",Correction Serv 18 ADLT CUST,77132,NA,,Government
Provincial government,"Finley, Melanie Lizette","Sr Dir, Policy&Legislation",98432,NA,,Government
Provincial government,"Finn, Brian",Sr. UX Researcher,78031,NA,,Government
Provincial government,"Fionda, Enrico A",Wildfire Assistant,78479,NA,,Government
Provincial government,"Firestone, Sarah",Crown Counsel,184339,NA,,Government
Provincial government,"Firlotte, Gayla",Correctional Supervisor,81022,NA,,Government
Provincial government,"Firlotte, Gregory K",Assistant Deputy Warden of SMU,90479,NA,,Government
Provincial government,"Fischer, Caryn Lee",Chief Financial Officer,106141,NA,,Government
Provincial government,"Fischer, Cheryl Ann Bernice","Mgr, Tech & Bus Modernization",82718,NA,,Government
Provincial government,"Fischer, Lori A.","Mgr, Workforce Restructuring",94981,NA,,Government
Provincial government,"Fischer, Ruth E","Director, Application Services",90689,NA,,Government
Provincial government,"Fisher, Ann M.",Practice Auditor,75820,NA,,Government
Provincial government,"Fisher, Chandra",Crown Counsel,185285,NA,,Government
Provincial government,"Fisher, Kenneth",Provincial Training Officer,79023,NA,,Government
Provincial government,"Fisher, Kerri",Advocate,85704,NA,,Government
Provincial government,"Fisher, Kiersten","Exec Director, Senior Services",115078,NA,,Government
Provincial government,"Fisher, Kristi Dawn",Child Protection Worker,89592,NA,,Government
Provincial government,"Fisher, Larry Tal",Cultural Res Consv Specialist,80891,NA,,Government
Provincial government,"Fisher, Robert J",Sr App Enhance Analyst,85635,NA,,Government
Provincial government,"Fishwick, David",Drinking Water Manager,83782,NA,,Government
Provincial government,"Fister, Walter C",Woodlands Supervisor,91037,NA,,Government
Provincial government,"Fitch, Kate",CYMH Clinician,75169,NA,,Government
Provincial government,"Fitzgerald, Anna","Executive Director, Compliance",116228,NA,,Government
Provincial government,"Fitzgerald, Michele",Licensed Planning Officer,86182,NA,,Government
Provincial government,"Fitzpatrick, Lorelei D.","Dir, Strategy, Arch & Bus Serv",103691,NA,,Government
Provincial government,"Fitzpatrick, Raphael A","Asst Dir, Product Dist Centre",86031,NA,,Government
Provincial government,"Fitzsimmons, John",Director of Operations,96573,NA,,Government
Provincial government,"Flack, Eric",Radio Communications Tech,78298,NA,,Government
Provincial government,"Flanagan, Dermot","Analyst, Technical Services",79429,NA,,Government
Provincial government,"Flanagan, Kara",Senior Portfolio Manager,100602,NA,,Government
